CountyName,CountyID,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Autauga County,geoId/01001,1683572.3,1683226.6,1598007.0,1623221.1,1616993.8,1614645.3,1571214.0,1535096.0,1553596.9,1486829.8,1485049.8,1299519.5
Calhoun County,geoId/01015,0.0,0.0,0.0,0.0,4659.1,5955.9,5144.4,6329.6,6702.1,4547.3,5755.8,5198.8
Calhoun County,geoId/05013,0.0,0.0,0.0,0.0,4659.1,5955.9,5144.4,6329.6,6702.1,4547.3,5755.8,5198.8
Calhoun County,geoId/12013,0.0,0.0,0.0,0.0,4659.1,5955.9,5144.4,6329.6,6702.1,4547.3,5755.8,5198.8
Calhoun County,geoId/13037,0.0,0.0,0.0,0.0,4659.1,5955.9,5144.4,6329.6,6702.1,4547.3,5755.8,5198.8
Calhoun County,geoId/17013,0.0,0.0,0.0,0.0,4659.1,5955.9,5144.4,6329.6,6702.1,4547.3,5755.8,5198.8
Calhoun County,geoId/19025,0.0,0.0,0.0,0.0,4659.1,5955.9,5144.4,6329.6,6702.1,4547.3,5755.8,5198.8
Calhoun County,geoId/26025,0.0,0.0,0.0,0.0,4659.1,5955.9,5144.4,6329.6,6702.1,4547.3,5755.8,5198.8
Calhoun County,geoId/28013,0.0,0.0,0.0,0.0,4659.1,5955.9,5144.4,6329.6,6702.1,4547.3,5755.8,5198.8
Calhoun County,geoId/45017,0.0,0.0,0.0,0.0,4659.1,5955.9,5144.4,6329.6,6702.1,4547.3,5755.8,5198.8
Calhoun County,geoId/48057,0.0,0.0,0.0,0.0,4659.1,5955.9,5144.4,6329.6,6702.1,4547.3,5755.8,5198.8
Calhoun County,geoId/54013,0.0,0.0,0.0,0.0,4659.1,5955.9,5144.4,6329.6,6702.1,4547.3,5755.8,5198.8
Choctaw County,geoId/01023,973326.0,1083060.0,1086234.0,1034913.0,950761.8,932885.6,974650.5,911023.2,1064021.6,1126386.1,1355989.2,1387329.9
